t,heat_flux,wphi,wg
5.0000000745058060e-02,9.5568123015254969e-07,9.4540655481978320e-06,1.5209800039883703e-04
2.5499987602233887e+00,4.5075339585309848e-05,8.5965502876206301e-06,3.0901673017069697e-04
5.0500011444091797e+00,1.1981636635027826e-04,1.1324821571179200e-05,8.2969793584197760e-04
7.5500106811523438e+00,3.1596262124367058e-04,2.2393560357159004e-05,2.1824489813297987e-03
1.0050020217895508e+01,8.6839176947250962e-04,5.4929576435824856e-05,5.8402712456882000e-03
1.2550029754638672e+01,2.4806673172861338e-03,1.4950952026993036e-04,1.6169676557183266e-02
1.5050039291381836e+01,7.2929593734443188e-03,4.2823317926377058e-04,4.6337205916643143e-02
1.7550018310546875e+01,2.1892979741096497e-02,1.2644752860069275e-03,1.3645920157432556e-01
2.0049980163574219e+01,6.6780649125576019e-02,3.8152069319039583e-03,4.1026350855827332e-01
2.2549942016601562e+01,2.0607221126556396e-01,1.1689609847962856e-02,1.2527571916580200e+00
2.5049903869628906e+01,6.3979887962341309e-01,3.6175381392240524e-02,3.8657519817352295e+00
2.7549865722656250e+01,1.9793612957000732e+00,1.1223286390304565e-01,1.1971148490905762e+01
3.0049827575683594e+01,5.9794774055480957e+00,3.4439516067504883e-01,3.6716747283935547e+01
3.2549789428710938e+01,1.6938516616821289e+01,1.0223218202590942e+00,1.0862994384765625e+02
3.5049751281738281e+01,4.0935367584228516e+01,2.9131553173065186e+00,2.9401162719726562e+02
3.7549713134765625e+01,3.7225349426269531e+01,8.1673822402954102e+00,5.6123309326171875e+02
4.0049674987792969e+01,1.5480977058410645e+01,7.3542151451110840e+00,5.4623284912109375e+02
4.2549636840820312e+01,1.4136685371398926e+01,5.8852753639221191e+00,4.1367691040039062e+02
4.5049598693847656e+01,1.2737700462341309e+01,5.1901726722717285e+00,3.2728240966796875e+02
4.7549560546875000e+01,1.1467733383178711e+01,3.9872825145721436e+00,2.7705123901367188e+02
5.0049522399902344e+01,1.2528921127319336e+01,3.4458229541778564e+00,2.5648410034179688e+02
5.2549484252929688e+01,1.4107903480529785e+01,3.3587636947631836e+00,2.6007330322265625e+02
5.5049446105957031e+01,1.4979520797729492e+01,3.6766662597656250e+00,2.7921017456054688e+02
5.7549407958984375e+01,1.5507309913635254e+01,3.6916017532348633e+00,2.9773776245117188e+02
6.0049369812011719e+01,1.7003236770629883e+01,3.7575154304504395e+00,3.1614376831054688e+02
6.2549331665039062e+01,1.8840387344360352e+01,4.1815814971923828e+00,3.4393032836914062e+02
6.5049369812011719e+01,1.9233947753906250e+01,4.3950910568237305e+00,3.7051736450195312e+02
6.7549522399902344e+01,1.8750083923339844e+01,4.7553734779357910e+00,3.8717819213867188e+02
7.0049674987792969e+01,1.8005582809448242e+01,4.7034077644348145e+00,3.8852975463867188e+02
7.2549827575683594e+01,1.7546337127685547e+01,4.8761382102966309e+00,3.8586895751953125e+02
7.5049980163574219e+01,1.7799926757812500e+01,4.5472679138183594e+00,3.8309884643554688e+02
7.7550132751464844e+01,1.8158298492431641e+01,4.5607681274414062e+00,3.8550836181640625e+02
8.0050285339355469e+01,1.8654592514038086e+01,4.6350030899047852e+00,3.9343246459960938e+02
8.2550437927246094e+01,1.9295427322387695e+01,4.6070947647094727e+00,4.0327560424804688e+02
8.5050590515136719e+01,2.1862106323242188e+01,4.6772952079772949e+00,4.2447436523437500e+02
8.7550743103027344e+01,2.3186447143554688e+01,5.1965665817260742e+00,4.5750106811523438e+02
9.0050895690917969e+01,2.1209632873535156e+01,5.2365589141845703e+00,4.7599261474609375e+02
9.2551048278808594e+01,2.1391572952270508e+01,5.4221673011779785e+00,4.7853964233398438e+02
9.5051200866699219e+01,1.9675012588500977e+01,5.4939393997192383e+00,4.7321514892578125e+02
9.7551353454589844e+01,1.9191242218017578e+01,5.3267679214477539e+00,4.6092984008789062e+02
1.0005150604248047e+02,1.9163208007812500e+01,5.0924758911132812e+00,4.5385418701171875e+02
1.0255165863037109e+02,2.0415143966674805e+01,5.0840363502502441e+00,4.5478070068359375e+02
1.0505181121826172e+02,2.0894508361816406e+01,5.2681398391723633e+00,4.6118933105468750e+02
1.0755196380615234e+02,1.9464042663574219e+01,5.7133069038391113e+00,4.6345590209960938e+02
1.1005211639404297e+02,1.8633462905883789e+01,5.2111310958862305e+00,4.4980535888671875e+02
1.1255226898193359e+02,1.7675142288208008e+01,5.1269440650939941e+00,4.3532589721679688e+02
1.1505242156982422e+02,1.7256656646728516e+01,4.8715925216674805e+00,4.2144885253906250e+02
1.1755257415771484e+02,1.7207527160644531e+01,4.5941824913024902e+00,4.1218811035156250e+02
1.2005272674560547e+02,1.8884702682495117e+01,4.5787639617919922e+00,4.1275463867187500e+02
1.2255287933349609e+02,2.1395236968994141e+01,4.7997574806213379e+00,4.2882852172851562e+02
1.2505303192138672e+02,2.2320156097412109e+01,5.2182188034057617e+00,4.5789526367187500e+02
1.2755318450927734e+02,2.0700130462646484e+01,5.2565660476684570e+00,4.6736132812500000e+02
1.3005332946777344e+02,2.1479333877563477e+01,5.2110257148742676e+00,4.7046115112304688e+02
1.3255348205566406e+02,2.2673021316528320e+01,5.2368478775024414e+00,4.8253320312500000e+02
1.3505363464355469e+02,2.3693954467773438e+01,5.7019667625427246e+00,5.0238690185546875e+02
1.3755378723144531e+02,2.1715337753295898e+01,5.8014063835144043e+00,5.0786041259765625e+02
1.4005393981933594e+02,2.1135650634765625e+01,5.7139930725097656e+00,4.9731588745117188e+02
1.4255409240722656e+02,2.1604257583618164e+01,5.6120691299438477e+00,4.8930389404296875e+02
1.4505424499511719e+02,2.1941553115844727e+01,5.9744744300842285e+00,4.8963742065429688e+02
1.4755439758300781e+02,1.9737878799438477e+01,5.8314614295959473e+00,4.8204632568359375e+02
1.5000454711914062e+02,1.9737878799438477e+01,5.8314614295959473e+00,4.8204632568359375e+02
1.5005455017089844e+02,1.8235912322998047e+01,5.3891220092773438e+00,4.5816351318359375e+02
1.5255455017089844e+02,1.8282842636108398e+01,5.1337246894836426e+00,4.3673599243164062e+02
1.5505455017089844e+02,1.8366718292236328e+01,4.9731183052062988e+00,4.2936560058593750e+02
1.5755456542968750e+02,1.7746528625488281e+01,4.8623614311218262e+00,4.2556317138671875e+02
1.6005456542968750e+02,1.8116523742675781e+01,4.7551016807556152e+00,4.2428375244140625e+02
1.6255458068847656e+02,1.8465456008911133e+01,4.7267966270446777e+00,4.2760662841796875e+02
1.6505458068847656e+02,2.0040206909179688e+01,4.8070802688598633e+00,4.3942590332031250e+02
1.6755456542968750e+02,1.9437702178955078e+01,5.1685972213745117e+00,4.5309899902343750e+02
1.7005453491210938e+02,1.8865406036376953e+01,5.1920371055603027e+00,4.5497137451171875e+02
1.7255448913574219e+02,1.8679016113281250e+01,5.2750167846679688e+00,4.4936431884765625e+02
1.7505444335937500e+02,1.8110475540161133e+01,5.4211711883544922e+00,4.4044528198242188e+02
1.7755441284179688e+02,1.7643764495849609e+01,5.4775009155273438e+00,4.2687780761718750e+02
1.8005438232421875e+02,1.7418003082275391e+01,5.2016272544860840e+00,4.1514367675781250e+02
1.8255433654785156e+02,1.7317775726318359e+01,5.1859169006347656e+00,4.0641906738281250e+02
1.8505429077148438e+02,1.6318523406982422e+01,5.0650663375854492e+00,3.9611224365234375e+02
1.8755426025390625e+02,1.5753680229187012e+01,4.7107739448547363e+00,3.8238153076171875e+02
1.9005422973632812e+02,1.6886404037475586e+01,4.6178917884826660e+00,3.7835720825195312e+02
1.9255418395996094e+02,1.5881251335144043e+01,4.7783651351928711e+00,3.7801284790039062e+02
1.9505413818359375e+02,1.5342952728271484e+01,4.6848788261413574e+00,3.6847253417968750e+02
1.9755410766601562e+02,1.5450112342834473e+01,4.5465459823608398e+00,3.5931524658203125e+02
2.0005407714843750e+02,1.6318679809570312e+01,4.4171099662780762e+00,3.5763653564453125e+02
2.0255403137207031e+02,1.6539875030517578e+01,4.5787153244018555e+00,3.6333306884765625e+02
2.0505398559570312e+02,1.6319635391235352e+01,4.5395593643188477e+00,3.6616992187500000e+02
2.0755395507812500e+02,1.6726583480834961e+01,4.5546007156372070e+00,3.6937890625000000e+02
2.1005392456054688e+02,1.6267791748046875e+01,4.5176830291748047e+00,3.7164859008789062e+02
2.1255387878417969e+02,1.6176368713378906e+01,4.5335321426391602e+00,3.6990753173828125e+02
2.1505392456054688e+02,1.6112232208251953e+01,4.5821275711059570e+00,3.6717898559570312e+02
2.1755407714843750e+02,1.5984791755676270e+01,4.4204473495483398e+00,3.6426565551757812e+02
2.2005422973632812e+02,1.6511157989501953e+01,4.3392133712768555e+00,3.6474908447265625e+02
2.2255438232421875e+02,1.6111263275146484e+01,4.4609270095825195e+00,3.6508947753906250e+02
2.2505453491210938e+02,1.6603475570678711e+01,4.4997515678405762e+00,3.6622662353515625e+02
2.2755468750000000e+02,1.7391006469726562e+01,4.4915580749511719e+00,3.7322650146484375e+02
2.3005484008789062e+02,1.8310842514038086e+01,4.5392956733703613e+00,3.8778198242187500e+02
2.3255499267578125e+02,1.9402896881103516e+01,4.6984362602233887e+00,4.0394665527343750e+02
2.3505514526367188e+02,1.8625913619995117e+01,4.8845276832580566e+00,4.1680914306640625e+02
2.3755529785156250e+02,1.9654003143310547e+01,4.6118164062500000e+00,4.2470132446289062e+02
2.4005545043945312e+02,2.0366588592529297e+01,4.8785767555236816e+00,4.3915490722656250e+02
2.4255560302734375e+02,2.0705389022827148e+01,5.0982093811035156e+00,4.5112963867187500e+02
2.4505575561523438e+02,2.0365795135498047e+01,5.6405096054077148e+00,4.5992208862304688e+02
2.4755590820312500e+02,1.8669509887695312e+01,5.2573876380920410e+00,4.5242300415039062e+02
2.5000604248046875e+02,1.8669509887695312e+01,5.2573876380920410e+00,4.5242300415039062e+02
